airport_name,airport_code,city_code,city_name,country_name
Tabiteuea North Airport,TBF,TBF,Tabiteuea North,Kiribati
Tabubil Airport,TBG,TBG,Tabubil,Papua New Guinea
Tugdan Airport,TBH,TBH,Tablas,Philippines
Tabarka 7 Novembre Airport,TBJ,TBJ,Tabarka,Tunisia
Waynesville St. Robert Regional Forney field,TBN,TBN,Ftlenwood Tribune,United States
Tabora Airport,TBO,TBO,Tabora,Tanzania
Capitan FAP Pedro Canga Rodriguez Airport,TBP,TBP,Tumbes,Peru
Tbilisi International Airport,TBS,TBS,Tbilisi,Georgia
Tabatinga Airport,TBT,TBT,Tabatinga,Brazil
Fuaamotu International Airport,TBU,TBU,Tongatapu,Tonga
Tsabong,TBY,TBY,Tsabong,Botswana
Tabriz International Airport,TBZ,TBZ,Tabriz,Iran
Tennant Creek Airport,TCA,TCA,Tennant Creek,Australia
Treasure Cay Airport,TCB,TCB,Treasure Cay,Bahamas
Tchibanga Airport,TCH,TCH,Tchibanga,Gabon
Tenerife Norte Airport,TFN,TCI,Tenerife,Spain
Tenerife South Airport,TFS,TCI,Tenerife,Spain
Tuscaloosa Regional Airport,TCL,TCL,Tuscaloosa,United States
Tehuacan Airport,TCN,TCN,Tehuacan,Mexico
La Florida Airport,TCO,TCO,Tumaco,Colombia
Taba International Airport,TCP,TCP,Taba,Egypt
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ,TCQ,Tacna,Peru
Tuticorin,TCR,TCR,Tuticorin,India
Takotna,TCT,TCT,Takotna,United States
Thaba Nchu,TCU,TCU,Thaba Nchu,South Africa
Trinidad,TDA,TDA,Trinidad,Colombia
Tetabedi,TDB,TDB,Tetabedi,Papua New Guinea
Teniente Av. Jorge Henrich Arauz Airport,TDD,TDD,Trinidad,Bolivia
Tandag Airport,TDG,TDG,Tandag,Philippines
Tadjoura Airport,TDJ,TDJ,Tadjoura,Djibouti
Taldykorgan Airport,TDK,TDK,Taldy Kurgan,Kazakhstan
Tanandava,TDV,TDV,Tanandava,Madagascar
Trat Airport,TDX,TDX,Trat,Thailand
Teterboro Airport,TEB,TEB,Teterboro,United States
Thisted Airport,TED,TED,Thisted,Denmark
Cheikh Larbi Tebessi Airport,TEE,TEE,Tbessa,Algeria
Telfer Airport,TEF,TEF,Telfer,Australia
Tenkodogo,TEG,TEG,Tenkodogo,Burkina Faso
Tezu Airport,TEI,TEI,Tezu,India
Tongren Fenghuang Airport,TEN,TEN,Tongren,China
Terapo,TEO,TEO,Terapo,Papua New Guinea
Teptep Airport,TEP,TEP,Teptep,Papua New Guinea
Tekirdag corlu Airport,TEQ,TEQ,Tekirdag,Turkey
Lajes Airport,TER,TER,Terceira Island,Portugal
Tessenei,TES,TES,Tessenei,Eritrea
Chingozi Airport,TET,TET,Tete,Mozambique
Manapouri Airport,TEU,TEU,Te Anau,New Zealand
Telluride Regional Airport,TEX,TEX,Telluride,United States
Thingeyri,TEY,TEY,Thingeyri,Iceland
Tezpur Airport,TEZ,TEZ,Tezpur,India
Tefe Airport,TFF,TFF,Tefe,Brazil
Tufi,TFI,TFI,Tufi,Papua New Guinea
Juscelino Kubitscheck Airport,TFL,TFL,Teofilo Otoni,Brazil
Telefomin,TFM,TFM,Telefomin,Papua New Guinea
Podgorica Airport,TGD,TGD,Podgorica,Yugoslavia
Sultan Mahmud Airport,TGG,TGG,Kuala Terengganu,Malaysia
Tongoa Airport,TGH,TGH,Tongoa,Vanuatu
Tingo Maria Airport,TGI,TGI,Tingo Maria,Peru
Tiga Airport,TGJ,TGJ,Tiga,New Caledonia
Transilvania TArgu Mures International Airport,TGM,TGM,Tirgu Mures,Romania
Latrobe Valley Airport,TGN,TGN,Traralgon,Australia
Tongliao Airport,TGO,TGO,Tongliao,China
Touggourt Sidi Madhi Airport,TGR,TGR,Touggourt,Algeria
Tanga Airport,TGT,TGT,Tanga,Tanzania
Toncontin International Airport,TGU,TGU,Tegucigalpa,Honduras
Targovishte,TGV,TGV,Targovishte,Bulgaria
Angel Albino Corzo International Airport,TGZ,TGZ,Tuxtla Gutierrez,Mexico
Tchien,THC,THC,Tchien,Liberia
Tinh Gia Thanh Hoa Airport,THD,THD,Tinh Gia,Vietnam
Senador Petronio Portela Airport,THE,THE,Teresina,Brazil
Thangool Airport,THG,THG,Thangool,Australia
Tichitt,THI,THI,Tichitt,Mauritania
Thakhek,THK,THK,Thakhek,Lao People's Democratic Republic
Tachileik Airport,THL,THL,Tachilek,Myanmar
TrollhAttan VAnersborg Airport,THN,THN,Trollhattan,Sweden
Thorshofn Airport,THO,THO,Thorshofn,Iceland
Imam Khomeini International Airport,IKA,THR,Tehran,Iran
Mehrabad International Airport,THR,THR,Tehran,Iran
Sukhothai Airport,THS,THS,Sukhothai,Thailand
Tamchakett,THT,THT,Tamchakett,Mauritania
Thohoyandou,THY,THY,Thohoyandou,South Africa
Tahoua Airport,THZ,THZ,Tahoua,Niger
Tirana International Airport Mother Teresa,TIA,TIA,Tirana,Albania
Tinak Island,TIC,TIC,Tinak Island,Marshall Islands
Bou Chekif Airport,TID,TID,Tiaret,Algeria
Tippi Airport,TIE,TIE,Tippi,Ethiopia
Taif Regional Airport,TIF,TIF,Taif,Saudi Arabia
Tikehau Airport,TIH,TIH,Tikehau Atoll,French Polynesia
Tarin Kowt Airport,TII,TII,Tirinkot,Afghanistan
General Abelardo L. Rodriguez International Airport,TIJ,TIJ,Tijuana,Mexico
Moses Kilangin Airport,TIM,TIM,Tembagapura,Indonesia
Tindouf Airport,TIN,TIN,Tindouf,Algeria
Tripoli International Airport,TIP,TIP,Tripoli,Libyan Arab Jamahiriya
Tinian International Airport,TIQ,TIQ,Tinian,Northern Mariana Islands
Tirupati Airport,TIR,TIR,Tirupati,India
Thursday Island,TIS,TIS,Thursday Island,Australia
Timaru Airport,TIU,TIU,Timaru,New Zealand
Tivat Airport,TIV,TIV,Tivat,Yugoslavia
Space Coast Regional Airport,TIX,TIX,Titusville,United States
Tidjikja Airport,TIY,TIY,Tidjikja,Mauritania
Tari Airport,TIZ,TIZ,Tari,Papua New Guinea
Capitan Oriel Lea Plaza Airport,TJA,TJA,Tarija,Bolivia
Tokat Airport,TJK,TJK,Tokat,Turkey
Plinio Alarcom Airport,TJL,TJL,Tres Lagoas,Brazil
Roshchino International Airport,TJM,TJM,Tyumen,Russian Federation
Buluh Tumbang (H A S Hanandjoeddin) Airport,TJQ,TJQ,Tandjung Pandan,Indonesia
Tanjung Harapan Airport,TJS,TJS,Tanjung Selor,Indonesia
Kulob Airport,TJU,TJU,Kulob,Tajikistan
Tiko Airport,TKC,TKC,Tiko,Cameroon
Takoradi Airport,TKD,TKD,Takoradi,Ghana
Truckee Tahoe Airport,TKF,TKF,Truckee,United States
Radin Inten II (Branti) Airport,TKG,TKG,Bandar Lampung,Indonesia
Takhli Airport,TKH,TKH,Takhli,Thailand
Tokeen,TKI,TKI,Tokeen,United States
Tok Junction Airport,TKJ,TKJ,Tok,United States
Chuuk International Airport,TKK,TKK,Truk,Micronesia
Tokunoshima Airport,TKN,TKN,Tokunoshima,Japan
Takapoto Airport,TKP,TKP,Takapoto,French Polynesia
Kigoma Airport,TKQ,TKQ,Kigoma,Tanzania
Tokushima Airport/JMSDF Air Base,TKS,TKS,Tokushima,Japan
Turku Airport,TKU,TKU,Turku,Finland
Tatakoto Airport,TKV,TKV,Tatakoto,French Polynesia
Takaroa Airport,TKX,TKX,Takaroa,French Polynesia
Teller Airport,TLA,TLA,Teller,United States
Limpopo Valley Airport,TLD,TLD,Tuli Lodge,Botswana
Toliara Airport,TLE,TLE,Tulear,Madagascar
Tallahassee Regional Airport,TLH,TLH,Tallahassee,United States
Sultan Bantilan Airport,TLI,TLI,Tolitoli,Indonesia
Lennart Meri Tallinn Airport,TLL,TLL,Tallinn,Estonia
Zenata  Messali El Hadj Airport,TLM,TLM,Tlemcen,Algeria
Tumolbil,TLP,TLP,Tumolbil,Papua New Guinea
Toulouse Blagnac Airport,TLS,TLS,Toulouse,France
Tuluksak,TLT,TLT,Tuluksak,United States
Sde Dov Airport,SDV,TLV,Tel Aviv,Israel
Ben Gurion International Airport,TLV,TLV,Tel Aviv,Israel
Tambolaka Airport,TMC,TMC,Tambolaka,Indonesia
Timbedra,TMD,TMD,Timbedra,Mauritania
Gustavo Vargas Airport,TME,TME,Tame,Colombia
Tomanggong Airport,TMG,TMG,Tomanggong,Malaysia
Tanah Merah Airport,TMH,TMH,Tanahmerah,Indonesia
Termez Airport,TMJ,TMJ,Termez Uz,Uzbekistan
Tamale Airport,TML,TML,Tamale,Ghana
Toamasina Airport,TMM,TMM,Tamatave,Madagascar
Tamana Island Airport,TMN,TMN,Tamana Island,Kiribati
Tampere Pirkkala Airport,TMP,TMP,Tampere,Finland
Aguenar  Hadj Bey Akhamok Airport,TMR,TMR,Tamanrasset,Algeria
Sao Tome International Airport,TMS,TMS,Sao Tome Island,Sao Tome & Principe
Trombetas Airport,TMT,TMT,Trombetas,Brazil
Tamworth Airport,TMW,TMW,Tamworth,Australia
Tiom,TMY,TMY,Tiom,Indonesia
Yaoqiang Airport,TNA,TNA,Jinan,China
New Tanegashima Airport,TNE,TNE,Tanegashima,Japan
Ibn Batouta Airport,TNG,TNG,Tangier,Morocco
Satna Airport,TNI,TNI,Satna,India
Raja Haji Fisabilillah International Airport,TNJ,TNJ,Tanjung Pinang,Indonesia
Tununak,TNK,TNK,Tununak,United States
Tainan Airport,TNN,TNN,Tainan,Taiwan
Ivato Airport,TNR,TNR,Antananarivo,Madagascar
Zamperini Field,TOA,TOA,Torrance,United States
Gamal Abdel Nasser Airport,TOB,TOB,Tobruk,Libyan Arab Jamahiriya
Pulau Tioman Airport,TOD,TOD,Tioman,Malaysia
Tozeur Nefta International Airport,TOE,TOE,Tozeur,Tunisia
Bogashevo Airport,TOF,TOF,Tomsk,Russian Federation
Togiak Airport,TOG,TOG,Togiak Village,United States
Torres Airstrip,TOH,TOH,Torres,Vanuatu
Torrejon Airport,TOJ,TOJ,Madrid,Spain
Toledo Express Airport,TOL,TOL,Toledo,United States
Timbuktu Airport,TOM,TOM,Tombouctou,Mali
Philip Billard Municipal Airport,TOP,TOP,Topeka,United States
Torrington Municipal,TOR,TOR,Torrington,United States
"Tromso Airport,",TOS,TOS,Tromso,Norway
Touho Airport,TOU,TOU,Touho,New Caledonia
Toyama Airport,TOY,TOY,Toyama,Japan
Touba,TOZ,TOZ,Touba,Ivory Coast
Tampa International Airport,TPA,TPA,Tampa,United States
Bristol Temple Meads,TPB,TPB,Bristol,United Kingdom
Tarapoa Airport,TPC,TPC,Tarapoa,Ecuador
Taiwan Taoyuan International Airport,TPE,TPE,Taipei,Taiwan
Taipei Songshan Airport,TSA,TPE,Taipei,Taiwan
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP,TPP,Tarapoto,Peru
Amado Nervo National Airport,TPQ,TPQ,Tepic,Mexico
Vincenzo Florio Airport Trapani Birgi,TPS,TPS,Trapani,Italy
Turbo,TRB,TRB,Turbo,Colombia
Francisco Sarabia International Airport,TRC,TRC,Torreon,Mexico
Trondheim Airport Varnes,TRD,TRD,Trondheim,Norway
Tiree Airport,TRE,TRE,Tiree,United Kingdom
Tauranga Airport,TRG,TRG,Tauranga,New Zealand
Tri Cities Regional TN/VA Airport,TRI,TRI,Bristol,United States
Juwata Airport,TRK,TRK,Tarakan,Indonesia
Turin Airport,TRN,TRN,Turin,Italy
Taree Airport,TRO,TRO,Taree,Australia
Trieste Friuli Venezia Giulia Airport,TRS,TRS,Trieste,Italy
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU,TRU,Trujillo,Peru
Trivandrum International Airport,TRV,TRV,Trivandrum,India
Bonriki International Airport,TRW,TRW,Tarawa,Kiribati
Tiruchirapally Civil Airport Airport,TRZ,TRZ,Tiruchirapally,India
Tsumeb Airport,TSB,TSB,Tsumeb,Namibia
Tshipise,TSD,TSD,Tshipise,South Africa
Astana International Airport,TSE,TSE,Astana,Kazakhstan
Tshikapa Airport,TSH,TSH,Tshikapa,Congo (Rep. Dem.)
Tsushima Airport,TSJ,TSJ,Tsushima,Japan
Taos Regional Airport,TSM,TSM,Taos,United States
Tianjin Binhai International Airport,TSN,TSN,Tianjin,China
Tehachapi Municipal Airport,TSP,TSP,Tehachapi,United States
Timisoara Traian Vuia Airport,TSR,TSR,Timisoara,Romania
Trang Airport,TST,TST,Trang,Thailand
Tabiteuea South Airport,TSU,TSU,Tabiteuea South,Kiribati
Townsville Airport,TSV,TSV,Townsville,Australia
Tan Tan Airport,TTA,TTA,Tan Tan,Morocco
Tortoli Airport,TTB,TTB,Tortoli,Italy
Sultan Khairun Babullah Airport,TTE,TTE,Ternate,Indonesia
Tottori Airport,TTJ,TTJ,Tottori,Japan
Trenton Mercer Airport,TTN,TTN,Trenton,United States
Pongtiku Airport,TTR,TTR,Tana Toraja,Indonesia
Tsaratanana,TTS,TTS,Tsaratanana,Madagascar
Taitung Airport,TTT,TTT,Taitung,Taiwan
Saniat Rmel Airport,TTU,TTU,Tetuan,Morocco
Teniente Coronel Luis a Mantilla Airport,TUA,TUA,Tulcan,Ecuador
Tubuai Airport,TUB,TUB,Tubuai,French Polynesia
Teniente Benjamin Matienzo Airport,TUC,TUC,Tucuman,Argentina
Tambacounda Airport,TUD,TUD,Tambacounda,Senegal
Tours Val de Loire Airport,TUF,TUF,Tours,France
Tuguegarao Airport,TUG,TUG,Tuguegarao,Philippines
Turaif Domestic Airport,TUI,TUI,Turaif,Saudi Arabia
Tum,TUJ,TUJ,Tum,Ethiopia
Turbat International Airport,TUK,TUK,Turbat,Pakistan
Tulsa International Airport,TUL,TUL,Tulsa,United States
Tumut Airport,TUM,TUM,Tumut,Australia
Tunis Carthage International Airport,TUN,TUN,Tunis,Tunisia
Taupo Airport,TUO,TUO,Taupo,New Zealand
Tupelo Regional Airport,TUP,TUP,Tupelo,United States
Tucurui Airport,TUR,TUR,Tucurui,Brazil
Marana Regional Airport,AVW,TUS,Tucson,United States
Tucson International Airport,TUS,TUS,Tucson,United States
Tabuk Airport,TUU,TUU,Tabuk,Saudi Arabia
Tucupita Airport,TUV,TUV,Tucupita,Venezuela
Tucuma,TUZ,TUZ,Tucuma,Brazil
Morafenobe Airport,TVA,TVA,Morafenobe,Madagascar
Cherry Capital Airport,TVC,TVC,Traverse City,United States
Thief River Falls Regional Airport,TVF,TVF,Thief River Falls,United States
Lake Tahoe Airport,TVL,TVL,Lake Tahoe South,United States
Matei Airport,TVU,TVU,Taveuni,Fiji Islands
Twin Hills,TWA,TWA,Twin Hills,United States
Toowoomba Airport,TWB,TWB,Toowoomba,Australia
Joslin Field Magic Valley Regional Airport,TWF,TWF,Twin Falls,United States
Sanga Sanga Airport,TWT,TWT,Tawitawi,Philippines
Tawau Airport,TWU,TWU,Tawau,Malaysia
9 de Maio  Teixeira de Freitas Airport,TXF,TXF,Teixeira Freitas,Brazil
Taichung Airport,TXG,TXG,Taichung,Taiwan
Texarkana Regional Webb Field,TXK,TXK,Texarkana,United States
Teminabuan,TXM,TXM,Teminabuan,Indonesia
Tunxi International Airport,TXN,TXN,Tunxi,China
Tabou,TXU,TXU,Tabou,Ivory Coast
Torsby Airport,TYF,TYF,Torsby,Sweden
Capitan Montes Airport,TYL,TYL,Talara,Peru
Taiyuan Wusu Airport,TYN,TYN,Taiyuan,China
Tokyo Haneda International Airport,HND,TYO,Tokyo,Japan
Narita International Airport,NRT,TYO,Tokyo,Japan
Tyler Pounds Regional Airport,TYR,TYR,Tyler,United States
McGhee Tyson Airport,TYS,TYS,Knoxville,United States
Tuzla International Airport,TZL,TZL,Tuzla,Bosnia and Herzegowina
South Andros,TZN,TZN,South Andros,Bahamas
Trabzon International Airport,TZX,TZX,Trabzon,Turkey
San Luis Rio Colorado,UAC,UAC,San Luis Rio Colorado,Mexico
Mount Aue,UAE,UAE,Mount Aue,Papua New Guinea
Ua Huka Airport,UAH,UAH,Ua Huka,French Polynesia
Narsarsuaq Airport,UAK,UAK,Narsarsuaq,Greenland
Luau,UAL,UAL,Luau,Angola
Ua Pou Airport,UAP,UAP,Ua Pou,French Polynesia
Domingo Faustino Sarmiento Airport,UAQ,UAQ,San Juan,Argentina
Buffalo Spring,UAS,UAS,Samburu,Kenya
Mario de Almeida Franco Airport,UBA,UBA,Uberaba,Brazil
Mabuiag Island Airport,UBB,UBB,Mabuiag Island,Australia
Yamaguchi Ube Airport,UBJ,UBJ,Ube,Japan
Ubon Ratchathani Airport,UBP,UBP,Ubon Ratchathani,Thailand
Golden Triangle Regional Airport,GTR,UBS,Columbus,United States
Oneida County,UCA,UCA,Utica,United States
Yucca Flat,UCC,UCC,Yucca Flat,United States
Buchanan,UCN,UCN,Buchanan,Liberia
Ukhta Airport,UCT,UCT,Ukhta,Russian Federation
Ten. Cel. Aviador Cesar Bombonato Airport,UDI,UDI,Uberlandia,Brazil
Uzhhorod International Airport,UDJ,UDJ,Uzhgorod,Ukraine
Maharana Pratap Airport,UDR,UDR,Udaipur,India
Queenstown,UEE,UEE,Queenstown,Australia
Quelimane Airport,UEL,UEL,Quelimane,Mozambique
Kumejima Airport,UEO,UEO,Kumejima,Japan
Quetta International Airport,UET,UET,Quetta,Pakistan
Ufa International Airport,UFA,UFA,Ufa,Russian Federation
Urgench Airport,UGC,UGC,Urgench,Uzbekistan
Uganik,UGI,UGI,Uganik,United States
Waukegan National Airport,UGN,UGN,Waukegan,United States
Uige Airport,UGO,UGO,Uige,Angola
El Carano Airport,UIB,UIB,Quibdo,Colombia
Phu Cat Airport,UIH,UIH,Qui Nhon,Vietnam
Utila Airport,UII,UII,Utila,Honduras
Quincy Regional Baldwin Field,UIN,UIN,Quincy,United States
Mariscal Sucre International Airport,UIO,UIO,Quito,Ecuador
Quimper Cornouaille Airport,UIP,UIP,Quimper,France
Quirindi,UIR,UIR,Quirindi,Australia
Jaluit Island,UIT,UIT,Jaluit Island,Marshall Islands
Ujae Atoll Airport,UJE,UJE,Ujae Island,Marshall Islands
Kobe Airport,UKB,UKB,Kobe,Japan
Ust Kamennogorsk Airport,UKK,UKK,Ust Kamenogorsk,Kazakhstan
Mukeiras,UKR,UKR,Mukeiras,Yemen
Nuku,UKU,UKU,Nuku,Papua New Guinea
Ulei Airport,ULB,ULB,Ulei,Vanuatu
Majeed Bin Abdulaziz Airport,ULH,ULH,Al-Ula,Saudi Arabia
Chinggis Khaan International Airport,UBN,UBN,Ulaanbaatar,Mongolia
Quilpie Airport,ULP,ULP,Quilpie,Australia
Heriberto Gil Martinez Airport,ULQ,ULQ,Tulua,Colombia
Ulyanovsk Baratayevka Airport,ULV,ULV,Ulyanovsk,Russian Federation
Ulyanovsk East Airport,ULY,ULY,Ulyanovsk,Russian Federation
Uummannaq Heliport,UMD,UMD,Uummannaq,Greenland
UmeA Airport,UME,UME,Umea,Sweden
Woomera Airfield,UMR,UMR,Woomera,Australia
Hotel Transamerica Airport,UNA,UNA,Una,Brazil
Konduz Airport,UND,UND,Kunduz,Afghanistan
Qachas Nek,UNE,UNE,Qachas Nek,Lesotho
Kiunga Airport,UNG,UNG,Kiunga,Papua New Guinea
Union Island International Airport,UNI,UNI,Union Island,St. Vincent & the Grenadines
Unalakleet Airport,UNK,UNK,Unalakleet,United States
Ranong Airport,UNN,UNN,Ranong,Thailand
Buol Airport,UOL,UOL,Buol,Indonesia
Hasanuddin International Airport,UPG,UPG,Ujung Pandang,Indonesia
Licenciado y General Ignacio Lopez Rayon Airport,UPN,UPN,Uruapan,Mexico
Queen,UQE,UQE,Queen,United States
Uralsk Airport,URA,URA,Uralsk,Kazakhstan
Ernesto Pochler,URB,URB,Urubupunga,Brazil
urumqi Diwopu International Airport,URC,URC,Urumqi,China
Burg Feuerstein Airport,URD,URD,Burg Feuerstein,Germany
Kuressaare Airport,URE,URE,Kuressaare,Estonia
Rubem Berta Airport,URG,URG,Uruguaiana,Brazil
Rouen Airport,URO,URO,Rouen,France
Urrao,URR,URR,Urrao,Colombia
Surat Thani Airport,URT,URT,Surat Thani,Thailand
Gurayat Domestic Airport,URY,URY,Gurayat,Saudi Arabia
Malvinas Argentinas Airport,USH,USH,Ushuaia,Argentina
Useless Loop,USL,USL,Useless Loop,Australia
Samui Airport,USM,USM,Koh Samui,Thailand
Ulsan Airport,USN,USN,Ulsan,South Korea
Usak Airport,USQ,USQ,Usak,Turkey
Sancti Spiritus Airport,USS,USS,Sancti Spiritus,Cuba
Northeast Florida Regional Airport,UST,UST,St Augustine,United States
Francisco B. Reyes Airport,USU,USU,Busuanga,Philippines
Udon Thani Airport,UTH,UTH,Udon Thani,Thailand
Utirik Airport,UTK,UTK,Utirik Island,Marshall Islands
Tunica Municipal Airport,UTM,UTM,Tunica,United States
Pierre Van Ryneveld Airport,UTN,UTN,Upington,South Africa
Pattaya,PYX,UTP,Pattaya,Thailand
U Tapao International Airport,UTP,UTP,Pattaya,Thailand
K. D. Matanzima Airport,UTT,UTT,Umtata,South Africa
Ulan Ude Airport (Mukhino),UUD,UUD,Ulan Ude,Russian Federation
Yuzhno Sakhalinsk Airport,UUS,UUS,Yuzhno Sakhalinsk,Russian Federation
Ouvea Airport,UVE,UVE,Ouvea,New Caledonia
Kharga,UVL,UVL,Kharga,Egypt
Nyala Airport,UYL,UYL,Nyala,Sudan
Vaasa Airport,VAA,VAA,Vaasa,Finland
Valence Chabeuil Airport,VAF,VAF,Valence,France
Major Brigadeiro Trompowsky Airport,VAG,VAG,Varginha,Brazil
Vanimo Airport,VAI,VAI,Vanimo,Papua New Guinea
Chevak Airport,VAK,VAK,Chevak,United States
Valenca Airport,VAL,VAL,Valenca,Brazil
Van Ferit Melen Airport,VAN,VAN,Van,Turkey
Varna Airport,VAR,VAR,Varna,Bulgaria
Sivas Nuri Demirag Airport,VAS,VAS,Sivas,Turkey
Vatomandry,VAT,VAT,Vatomandry,Madagascar
Vavau International Airport,VAV,VAV,Vava'u,Tonga
"Vardo Airport, Svartnes",VAW,VAW,Vardoe,Norway
Brescia Airport,VBS,VBS,Brescia,Italy
Visby Airport,VBY,VBY,Visby,Sweden
Can Tho International Airport,VCA,VCA,Can Tho,Vietnam
Victoria River Downs Airport,VCD,VCD,Victoria River Do,Australia
Treviso SantAngelo Airport,TSF,VCE,Venice,Italy
Venice Marco Polo Airport,VCE,VCE,Venice,Italy
Chu Lai International Airport,VCL,VCL,Tam Ky,Vietnam
Victoria Regional Airport,VCT,VCT,Victoria,United States
Ovda International Airport,VDA,VDA,Ovda,Israel
Leirin Airport,VDB,VDB,Fagernes,Norway
Vitoria da Conquista Airport,VDC,VDC,Vitoria Da Cnquis,Brazil
Dong Hoi Airport,VDH,VDH,Hai Phong,Vietnam
Gobernador Castello Airport,VDM,VDM,Viedma,Argentina
Valle de La Pascua Airport,VDP,VDP,Valle De Pascua,Venezuela
Vadso Airport,VDS,VDS,Vadso,Norway
Vijayanagar Aerodrome (JSW),VDY,VDY,Vidyanagar,India
Valdez Pioneer Field,VDZ,VDZ,Valdez,United States
Venetie Airport,VEE,VEE,Venetie,United States
Vernal Regional Airport,VEL,VEL,Vernal,United States
General Heriberto Jara International Airport,VER,VER,Veracruz,Mexico
Vestmannaeyjar Airport,VEY,VEY,Vestmannaeyjar,Iceland
Victoria Falls International Airport,VFA,VFA,Victoria Falls,Zimbabwe
Vijayawada Airport,VGA,VGA,Vijayawada,India
Vigo Airport,VGO,VGO,Vigo,Spain
Villa Garzon Airport,VGZ,VGZ,Villagarzon,Colombia
Saurimo Airport,VHC,VHC,Saurimo,Angola
Vilhelmina Airport,VHM,VHM,Vilhelmina,Sweden
Vahitahi Airport,VHZ,VHZ,Vahitahi,French Polynesia
Vidin,VID,VID,Vidin,Bulgaria
Vienna International Airport,VIE,VIE,Vienna,Austria
Vinh Airport,VII,VII,Vinh City,Vietnam
Virgin Gorda Airport,VIJ,VIJ,Virgin Gorda,British Virgin Islands
Dakhla Airport,VIL,VIL,Dakhla,Morocco
Visalia Municipal Airport,VIS,VIS,Visalia,United States
Vitoria/Foronda Airport,VIT,VIT,Vitoria,Spain
Vivigani,VIV,VIV,Vivigani,Papua New Guinea
Eurico de Aguiar Salles Airport,VIX,VIX,Vitoria,Brazil
Vorkuta Airport,VKT,VKT,Vorkuta,Russian Federation
Valencia Airport,VLC,VLC,Valencia,Spain
Valdosta Regional Airport,VLD,VLD,Valdosta,United States
Villa Gesell Airport,VLG,VLG,Villa Gesell,Argentina
Bauerfield International Airport,VLI,VLI,Port Vila,Vanuatu
Valladolid Airport,VLL,VLL,Valladolid,Spain
Arturo Michelena International Airport,VLN,VLN,Valencia,Venezuela
Valesdir Airport,VLS,VLS,Valesdir,Vanuatu
Dr. Antonio Nicolas Briceno Airport,VLV,VLV,Valera,Venezuela
Anglesey Airport,VLY,VLY,Anglesey,United Kingdom
Baimuru Airport,VMU,VMU,Baimuru,Papua New Guinea
Saravane Airport,VNA,VNA,Saravane,Lao People's Democratic Republic
Venice Municipal Airport,VNC,VNC,Venice,United States
Viengxay,VNG,VNG,Viengxay,Lao People's Democratic Republic
Vilnius International Airport,VNO,VNO,Vilnius,Lithuania
Lal Bahadur Shastri Airport,VNS,VNS,Varanasi,India
Vilankulo Airport,VNX,VNX,Vilanculos,Mozambique
Volgograd International Airport,VOG,VOG,Volgograd,Russian Federation
Vohimarina Airport,VOH,VOH,Vohemar,Madagascar
Volk Field,VOK,VOK,Camp Douglas,United States
Nea Anchialos Airport,VOL,VOL,Volos,Greece
Voronezh International Airport,VOZ,VOZ,Voronezh,Russian Federation
Vopnafjorour Airport,VPN,VPN,Vopnafjordur,Iceland
Destin Ft Walton Beach Airport,VPS,VPS,Valparaiso,United States
Vieques Airport,VQS,VQS,Vieques,Puerto Rico
Juan Gualberto Gomez International Airport,VRA,VRA,Varadero,Cuba
Vero Beach Regional Airport,VRB,VRB,Vero Beach,United States
Virac Airport,VRC,VRC,Virac,Philippines
Varkaus Airport,VRK,VRK,Varkaus,Finland
Vila Real Airport,VRL,VRL,Vila Real,Portugal
Verona Villafranca Airport,VRN,VRN,Verona,Italy
Carlos Rovirosa Perez International Airport,VSA,VSA,Villahermosa,Mexico
Luhansk International Airport,VSG,VSG,Lugansk,Ukraine
Stockholm VAsterAs Airport,VST,VST,Vasteras,Sweden
Wattay International Airport,VTE,VTE,Vientiane,Lao People's Democratic Republic
Vitoria Bus Station,VTI,VTI,Vitoria,Spain
Hermanos Ameijeiras Airport,VTU,VTU,Las Tunas,Cuba
Vishakhapatnam Airport,VTZ,VTZ,Vishakhapatnam,India
Alfonso Lopez Pumarejo Airport,VUP,VUP,Valledupar,Colombia
Mahanoro,VVB,VVB,Mahanoro,Madagascar
Vanguardia Airport,VVC,VVC,Villavicencio,Colombia
Vladivostok International Airport,VVO,VVO,Vladivostok,Russian Federation
Illizi Takhamalt Airport,VVZ,VVZ,Illizi,Algeria
Lichinga Airport,VXC,VXC,Lichinga,Mozambique
Sao Pedro Airport,VXE,VXE,Sao Vicente,Cape Verde
VAxjo Kronoberg Airport,VXO,VXO,Vaxjo,Sweden
Vryheid,VYD,VYD,Vryheid,South Africa
Waca,WAC,WAC,Waca,Ethiopia
Wadi Al Dawasir Airport,WAE,WAE,Wadi Ad Dawasir,Saudi Arabia
Wanganui Airport,WAG,WAG,Wanganui,New Zealand
Ambalabe Airport,WAI,WAI,Antsohihy,Madagascar
Antsalova Airport,WAQ,WAQ,Antsalova,Madagascar
Baltimore/Washington International Thurgood Marshall Airport,BWI,WAS,Washington,United States
Ronald Reagan Washington National Airport,DCA,WAS,Washington,United States
Washington Dulles International Airport,IAD,WAS,Washington,United States
Waterford Airport,WAT,WAT,Waterford,Ireland
Warsaw Chopin Airport,WAW,WAW,Warsaw,Poland
